"Marital status","Application mode","Application order","Course","Daytime/evening attendance","Previous qualification","Previous qualification grade","Nationality","Mother's qualification","Father's qualification","Admission grade","Displaced","Educational special needs","Debtor","Gender","Scholarship holder","Age at enrollment","International","Semester 1 enrolled units","Semester 1 approved units","Semester 1 grade","Semester 2 enrolled units","Semester 2 approved units","Semester 2 grade","Unemployment rate","Inflation rate","GDP","Target"
"not single","Other","2nd choice","Tourism","daytime","overqualified",120,"Portuguese","Basic education","Basic education",120,"no","no","no","Female","no",32,"no",15,13,12.6923076923077,15,13,12.3846153846154,0.108,0.014,0.0174,"Graduate"
"not single","Over 23 years old","2nd choice","Management (evening attendance)","evening","underqualified",133.1,"Portuguese","Basic education","Other",110.7,"yes","no","no","Female","no",50,"no",5,0,0,5,0,0,0.076,0.026,0.0032,"Dropout"
"single","Other","2nd choice","Management","daytime","qualified",160,"Portuguese","Secondary education and above","Basic education",118,"no","no","no","Female","no",53,"no",15,15,11.8,13,12,11.6666666666667,0.089,0.014,0.0351,"Enrolled"
"single","Over 23 years old","2nd choice","Oral Hygiene","daytime","qualified",133.1,"not Portuguese","Secondary education and above","Secondary education and above",169.2,"no","no","yes","Female","no",54,"yes",7,0,0,5,0,0,0.124,0.005,0.0179,"Dropout"
"single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","qualified",120,"Portuguese","Basic education","Basic education",106.8,"no","no","no","Female","no",49,"no",6,5,12.3333333333333,6,4,11.5,0.139,-0.003,0.0079,"Enrolled"
"not single","Other","2nd choice","Basic Education","daytime","qualified",133.1,"Portuguese","Basic education","Basic education",100,"no","no","no","Female","no",34,"no",12,11,13,13,8,11.875,0.127,0.037,-0.017,"Dropout"
"not single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","qualified",133.1,"Portuguese","Basic education","Basic education",144.5,"no","no","no","Female","no",45,"no",6,4,12.5,6,3,11.6666666666667,0.162,0.003,-0.0092,"Dropout"
"not single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","underqualified",133.1,"Portuguese","Basic education","Basic education",134.5,"no","no","no","Female","yes",47,"no",6,5,12.2,6,4,11.25,0.124,0.005,0.0179,"Graduate"
"single","Other","2nd choice","Social Service","daytime","qualified",122,"Portuguese","Basic education","Basic education",114.3,"yes","no","no","Female","no",22,"no",10,8,11,7,5,11.2,0.094,-0.008,-0.0312,"Enrolled"
"not single","Over 23 years old","2nd choice","Management (evening attendance)","evening","qualified",133.1,"Portuguese","Basic education","Basic education",113.4,"no","no","no","Female","no",33,"no",5,1,10,5,2,12,0.124,0.005,0.0179,"Dropout"
"not single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","qualified",140,"Portuguese","Basic education","Basic education",128,"no","no","no","Female","yes",43,"no",6,6,12.3333333333333,6,6,11.5,0.089,0.014,0.0351,"Graduate"
"single","Other","2nd choice","Agronomy","daytime","overqualified",120,"Portuguese","Basic education","Basic education",120,"no","no","no","Female","no",54,"no",13,13,14.3076923076923,12,12,15.2307692307692,0.155,0.028,-0.0406,"Graduate"
"single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","overqualified",130,"Portuguese","Basic education","Basic education",147.5,"no","no","no","Female","no",39,"no",11,11,14.4545454545455,8,8,13.5,0.127,0.037,-0.017,"Graduate"
"not single","Over 23 years old","2nd choice","Management (evening attendance)","evening","qualified",120,"Portuguese","Basic education","Basic education",120.7,"no","no","no","Female","no",39,"no",5,5,11,5,5,13.2,0.076,0.026,0.0032,"Graduate"
"single","General contingent","2nd choice","Basic Education","daytime","qualified",153,"Portuguese","Basic education","Basic education",153.7,"no","no","no","Female","yes",18,"no",6,6,13.1428571428571,6,6,12.8333333333333,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","2nd choice","Social Service","daytime","qualified",131,"Portuguese","Basic education","Basic education",121.9,"no","no","no","Female","yes",19,"no",6,6,13.75,6,6,11.8571428571429,0.162,0.003,-0.0092,"Graduate"
"single","General contingent","not 2nd choice","Advertising and Marketing Management","daytime","qualified",126,"Portuguese","Basic education","Basic education",119.4,"yes","no","no","Female","yes",18,"no",6,6,14,6,5,13.8,0.089,0.014,0.0351,"Graduate"
"not single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","underqualified",110,"Portuguese","Other","Other",157.8,"no","no","no","Female","no",44,"no",8,8,13.75,6,6,12.5,0.076,0.026,0.0032,"Graduate"
"single","Over 23 years old","2nd choice","Management (evening attendance)","evening","qualified",150,"Portuguese","Secondary education and above","Secondary education and above",154,"no","no","no","Female","no",27,"no",5,0,0,5,0,0,0.124,0.005,0.0179,"Dropout"
"single","General contingent","not 2nd choice","Advertising and Marketing Management","daytime","qualified",131,"Portuguese","Secondary education and above","Basic education",135.9,"yes","no","no","Female","yes",18,"no",6,6,13.1666666666667,6,6,12.4285714285714,0.089,0.014,0.0351,"Graduate"
"not single","Other","2nd choice","Social Service (evening attendance)","evening","qualified",130,"Portuguese","Other","Other",130,"no","no","no","Female","no",45,"no",12,9,12.4444444444444,7,6,12,0.094,-0.008,-0.0312,"Dropout"
"single","General contingent","not 2nd choice","Basic Education","daytime","qualified",122,"Portuguese","Basic education","Basic education",118.9,"yes","no","no","Female","no",20,"no",6,6,12.6666666666667,6,5,13,0.076,0.026,0.0032,"Graduate"
"not single","General contingent","2nd choice","Social Service (evening attendance)","evening","qualified",151,"Portuguese","Basic education","Basic education",152.4,"no","no","no","Female","no",40,"no",6,6,11.3333333333333,6,6,10.5,0.108,0.014,0.0174,"Graduate"
"single","Over 23 years old","2nd choice","Management (evening attendance)","evening","qualified",120,"Portuguese","Basic education","Basic education",147.8,"no","no","no","Female","no",40,"no",5,4,11.25,5,5,12,0.139,-0.003,0.0079,"Enrolled"
"single","Other","2nd choice","Nursing","daytime","qualified",136,"Portuguese","Secondary education and above","Secondary education and above",100,"no","no","no","Female","no",18,"no",7,7,13.6125,8,8,14.575,0.139,-0.003,0.0079,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",140,"Portuguese","Secondary education and above","Basic education",129,"yes","no","no","Female","no",21,"no",8,7,12.4142857142857,8,7,12.4142857142857,0.127,0.037,-0.017,"Graduate"
"single","General contingent","not 2nd choice","Animation and Multimedia Design","daytime","qualified",131,"Portuguese","Secondary education and above","Secondary education and above",148.9,"yes","no","no","Female","no",20,"no",0,0,0,0,0,0,0.094,-0.008,-0.0312,"Graduate"
"not single","Other","2nd choice","Management (evening attendance)","evening","overqualified",120,"Portuguese","Basic education","Basic education",120,"no","no","no","Female","no",36,"no",12,11,11.5,12,12,11.4375,0.094,-0.008,-0.0312,"Enrolled"
"not single","Other","2nd choice","Social Service (evening attendance)","evening","overqualified",170,"Portuguese","Basic education","Basic education",170,"no","no","no","Female","no",27,"no",5,0,0,6,0,0,0.094,-0.008,-0.0312,"Dropout"
"not single","Over 23 years old","2nd choice","Oral Hygiene","daytime","qualified",100,"not Portuguese","Basic education","Basic education",130,"no","no","no","Female","no",32,"yes",7,7,11,8,8,13.125,0.127,0.037,-0.017,"Graduate"
"single","General contingent","2nd choice","Social Service","daytime","qualified",116,"Portuguese","Secondary education and above","Secondary education and above",119.2,"yes","no","no","Female","yes",18,"no",6,6,14,6,6,13.5,0.089,0.014,0.0351,"Graduate"
"single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","qualified",133.1,"Portuguese","Basic education","Basic education",129,"no","no","no","Female","no",37,"no",6,4,12,6,3,12,0.162,0.003,-0.0092,"Dropout"
"single","General contingent","2nd choice","Journalism and Communication","daytime","qualified",136,"Portuguese","Secondary education and above","Secondary education and above",132.5,"yes","no","no","Female","no",19,"no",6,6,12.5,6,6,12.5,0.108,0.014,0.0174,"Graduate"
"not single","Over 23 years old","not 2nd choice","Social Service (evening attendance)","evening","qualified",160,"Portuguese","Basic education","Basic education",115,"no","no","no","Female","yes",41,"no",6,6,11.3333333333333,6,6,11.3333333333333,0.108,0.014,0.0174,"Graduate"
"not single","General contingent","not 2nd choice","Nursing","daytime","qualified",140,"Portuguese","Secondary education and above","Basic education",128,"no","no","no","Female","yes",18,"no",7,6,14.0666666666667,7,6,14.0666666666667,0.076,0.026,0.0032,"Graduate"
"single","Other","2nd choice","Veterinary Nursing","daytime","qualified",130,"Portuguese","Basic education","Basic education",125.1,"no","no","no","Female","no",21,"no",9,8,13.5555555555556,7,7,13.5714285714286,0.076,0.026,0.0032,"Graduate"
"single","Other","2nd choice","Agronomy","daytime","qualified",140,"Portuguese","Secondary education and above","Basic education",140,"yes","no","yes","Female","no",23,"no",6,5,11.6,6,4,12.25,0.124,0.005,0.0179,"Dropout"
"single","General contingent","not 2nd choice","Journalism and Communication","daytime","qualified",123,"Portuguese","Secondary education and above","Secondary education and above",120.9,"yes","no","no","Female","no",18,"no",6,0,0,6,0,0,0.139,-0.003,0.0079,"Dropout"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",143,"Portuguese","Basic education","Basic education",135.3,"yes","no","no","Female","no",18,"no",8,8,13.27625,8,8,13.27625,0.094,-0.008,-0.0312,"Graduate"
"single","Other","not 2nd choice","Veterinary Nursing","daytime","qualified",133.1,"Portuguese","Other","Other",125.2,"no","no","no","Female","no",21,"no",6,0,0,6,0,0,0.076,0.026,0.0032,"Dropout"
"single","General contingent","not 2nd choice","Social Service","daytime","qualified",136,"Portuguese","Secondary education and above","Other",135.7,"yes","no","no","Female","no",19,"no",6,6,14.375,6,6,14.75,0.076,0.026,0.0032,"Graduate"
"not single","Over 23 years old","not 2nd choice","Management","daytime","qualified",133.1,"Portuguese","Basic education","Basic education",110,"no","no","no","Female","no",47,"no",5,0,0,5,0,0,0.094,-0.008,-0.0312,"Dropout"
"not single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","qualified",133.1,"Portuguese","Basic education","Basic education",119,"no","no","no","Female","yes",48,"no",6,6,10.6666666666667,6,5,11.8,0.108,0.014,0.0174,"Enrolled"
"not single","Other","2nd choice","Social Service (evening attendance)","evening","overqualified",110,"Portuguese","Basic education","Basic education",110,"no","no","no","Female","no",39,"no",13,12,13.4166666666667,10,10,14.5,0.162,0.003,-0.0092,"Graduate"
"single","General contingent","2nd choice","Nursing","daytime","qualified",118,"Portuguese","Basic education","Basic education",115.2,"yes","no","no","Female","no",19,"no",7,6,12.9716666666667,8,7,12.3214285714286,0.111,0.006,0.0202,"Graduate"
"single","Other","2nd choice","Management (evening attendance)","evening","overqualified",110,"Portuguese","Basic education","Basic education",112.9,"no","no","no","Female","no",38,"no",15,14,10.9285714285714,14,12,11.8333333333333,0.094,-0.008,-0.0312,"Dropout"
"not single","Over 23 years old","2nd choice","Agronomy","daytime","underqualified",133.1,"Portuguese","Basic education","Secondary education and above",119.4,"no","no","yes","Female","no",27,"no",6,0,0,6,0,0,0.089,0.014,0.0351,"Dropout"
"single","General contingent","2nd choice","Animation and Multimedia Design","daytime","qualified",162,"Portuguese","Basic education","Basic education",152.9,"yes","no","no","Female","yes",18,"no",0,0,0,0,0,0,0.124,0.005,0.0179,"Graduate"
"single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","qualified",155,"Portuguese","Basic education","Basic education",117.5,"no","no","no","Female","no",34,"no",6,4,13.25,6,0,0,0.127,0.037,-0.017,"Enrolled"
"not single","Over 23 years old","2nd choice","Social Service","daytime","underqualified",133.1,"Portuguese","Basic education","Basic education",98.5,"no","no","no","Female","no",48,"no",6,6,11.3333333333333,6,5,12.4,0.155,0.028,-0.0406,"Dropout"
"single","Over 23 years old","2nd choice","Advertising and Marketing Management","daytime","qualified",150,"Portuguese","Other","Other",108,"no","no","no","Female","no",25,"no",5,1,11,5,0,0,0.076,0.026,0.0032,"Dropout"
"not single","Over 23 years old","2nd choice","Nursing","daytime","qualified",133.1,"Portuguese","Basic education","Basic education",120,"no","no","no","Female","yes",32,"no",8,7,12.7571428571429,8,7,12.7571428571429,0.127,0.037,-0.017,"Graduate"
"single","General contingent","2nd choice","Journalism and Communication","daytime","qualified",154,"Portuguese","Basic education","Basic education",150.2,"no","no","no","Female","yes",18,"no",6,6,14.5,6,6,14.6666666666667,0.162,0.003,-0.0092,"Graduate"
"single","Other","2nd choice","Social Service (evening attendance)","evening","overqualified",140,"Portuguese","Secondary education and above","Secondary education and above",139.2,"no","no","yes","Female","no",20,"no",6,6,13.8333333333333,6,6,14.5714285714286,0.124,0.005,0.0179,"Graduate"
"single","General contingent","2nd choice","Management","daytime","qualified",158,"Portuguese","Basic education","Basic education",130,"yes","no","no","Female","no",20,"no",5,4,11.25,5,5,10.4,0.076,0.026,0.0032,"Graduate"
"single","General contingent","2nd choice","Animation and Multimedia Design","daytime","qualified",122,"Portuguese","Basic education","Basic education",115.7,"yes","no","no","Female","no",20,"no",0,0,0,0,0,0,0.094,-0.008,-0.0312,"Dropout"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",136,"Portuguese","Secondary education and above","Secondary education and above",127,"yes","no","no","Female","no",19,"no",8,1,13.67,8,1,13.67,0.094,-0.008,-0.0312,"Enrolled"
"single","Over 23 years old","2nd choice","Management (evening attendance)","evening","underqualified",133.1,"Portuguese","Basic education","Other",118.1,"yes","no","no","Female","no",39,"no",5,0,0,5,2,12.5,0.076,0.026,0.0032,"Dropout"
